id,project_name,address,suburb,postcode,council_short,category_label,filter_group,stage_label,status_raw,cost,cost_confidence,electrical_estimate_low,electrical_estimate_high,opportunity_score,priority_label,builder,dwellings_new,lots_proposed,gfa_proposed,storeys,distance_km,date_lodged,date_determined,contact_window,contact_target,source_ref,council_ref,lat,lon
TS-LAKE-984241,"Dwelling house, Eleebana",7 Bareki Road Eleebana 2282,Eleebana,2282,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,1537800.0,medium,92268,153780,74,Medium priority,SNL Building Constructions Pty Ltd,0,0,514.0,3,15.4,2026-07-02,2026-07-02,Call this week,SNL Building Constructions Pty Ltd — site manager or contracts administrator,CFT-984241,,-32.990964364,151.634773941
TS-LAKE-998721,"Alterations or additions to an existing building or structure, Redhead",9 Ebsworth Street Redhead 2290,Redhead,2290,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,1500000.0,medium,90000,150000,74,Medium priority,GTS CONSTRUCTIONS (NSW) PTY LTD,,1,419.0,3,10.9,2026-07-27,2026-08-13,Call this week,GTS CONSTRUCTIONS (NSW) PTY LTD — site manager or contracts administrator,CFT-998721,,-33.011657384,151.719556798
TS-CESS-942378,"Residential flat building, Cessnock",2 Dixon Street Cessnock 2325,Cessnock,2325,Cessnock,New residential,Residential,Construction certificate lodged,Under Assessment,662782.0,medium,39767,66278,74,Medium priority,CANTS BUILDING AND CONSTRUCTION,0,,0.0,0,42.4,2026-06-02,,Call within 2 weeks,CANTS BUILDING AND CONSTRUCTION — site manager or contracts administrator,CFT-942378,,-32.829819455,151.34289341
TS-LAKE-1030565,"Alterations or additions to an existing building or structure, Cardiff",280 Main Road Cardiff 2285,Cardiff,2285,Lake Macquarie,Commercial,Commercial,Construction certificate issued,Determined,548350.0,medium,49352,82252,74,Medium priority,,0,,0.0,0,11.5,2026-09-16,2026-09-16,Call this week,Site manager or contracts administrator at the named builder,CFT-1030565,,-32.940072399,151.659813419
TS-LAKE-646948,"Residential flat building (46 dwellings), Charlestown",57 Kaleen Street Charlestown 2290,Charlestown,2290,Lake Macquarie,New residential,Residential,DA on public exhibition,Under Assessment,7550000.0,high,453000,755000,73,Medium priority,,46,,,4,8.3,2026-06-26,,Register interest now,Developer or architect,PAN-646948,DA/1220/2018/B,-32.969495316,151.707542288
TS-PORT-638048,"General industry, Tomago",21C School Drive Tomago 2322,Tomago,2322,Port Stephens,Industrial,Industrial,Development approved,Determined,3940500.0,medium,394050,709290,73,Medium priority,,,,,,12.3,2026-06-24,2026-07-20,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-638048,DA 16-2024-529-2,-32.827274744,151.727705808
TS-PORT-646513,"54-lot subdivision, Medowie",39A Brocklesby Road Medowie 2318,Medowie,2318,Port Stephens,Subdivision,Residential,Development approved,Determined,2959000.0,high,118360,266310,73,Medium priority,,,54,,,22.1,2026-06-16,2026-07-22,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-646513,DA 16-2025-23-3,-32.746029821,151.87601457
TS-PORT-978838,"Commercial development, Bobs Farm",4011 Nelson Bay Road Bobs Farm 2316,Bobs Farm,2316,Port Stephens,Commercial,Commercial,Construction certificate lodged,Under Assessment,2472872.0,high,222558,370931,73,Medium priority,,0,,370.0,1,29.8,2026-06-23,,Call within 2 weeks,Estimator or contracts administrator at the named builder,CFT-978838,,-32.767650585,152.037091615
TS-LAKE-1007462,"Dwelling house (5 dwellings), Eleebana",588 Macquarie Drive Eleebana 2282,Eleebana,2282,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,2250000.0,high,135000,225000,73,Medium priority,,5,1,327.0,3,14.6,2026-08-10,2026-08-13,Call this week,Site manager or contracts administrator at the named builder,CFT-1007462,,-32.986532116,151.641061926
TS-NEWC-374015,"Commercial development, Merewether",57 Railway Street Merewether 2291,Merewether,2291,Newcastle,Retail,Commercial,Complying development approved,Approved,1080000.0,medium,108000,172800,73,Medium priority,,,,,,3.1,2026-08-10,2026-08-10,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-374015,P-2026-0014,-32.938253447,151.750256229
TS-LAKE-372427,"Light industry, Bennetts Green",22 Groves Road Bennetts Green 2290,Bennetts Green,2290,Lake Macquarie,Industrial,Industrial,Complying development approved,Approved,681386.2,medium,68139,122650,73,Medium priority,,,,,2,11.4,2026-07-20,2026-07-21,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-372427,260015-01,-32.996024394,151.690473787
TS-NEWC-1031996,"Alterations or additions to an existing building or structure, Adamstown",18 75 Bailey Street Adamstown 2289,Adamstown,2289,Newcastle,Industrial,Industrial,Construction certificate issued,Determined,380600.0,medium,38060,68508,73,Medium priority,The Trustee for NC Labib Family Trust,0,0,663.0,0,6.1,2026-08-07,2026-09-18,Call this week,The Trustee for NC Labib Family Trust — site manager or contracts administrator,CFT-1031996,,-32.940513805,151.717648028
TS-NEWC-642230,"Alterations or additions to an existing building or structure, Newcastle West",4 841 Hunter Street Newcastle West 2302,Newcastle West,2302,Newcastle,Commercial,Commercial,Development approved,Determined,1760000.0,medium,158400,264000,72,Medium priority,,,,,,2.6,2026-06-24,2026-08-04,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-642230,DA2026/01557,-32.923305336,151.754074852
TS-NEWC-645188,"Office Premise, Kooragang",403 Cormorant Road Kooragang 2304,Kooragang,2304,Newcastle,Commercial,Commercial,Development approved,Determined,1622500.0,medium,146025,243375,72,Medium priority,,,,,,4.8,2026-06-11,2026-07-31,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-645188,DA2026/01558,-32.885512997,151.773447748
TS-NEWC-377995,"Commercial development, Newcastle West",108 15 National Park Street Newcastle West 2302,Newcastle West,2302,Newcastle,Commercial,Commercial,Complying development approved,Approved,750000.0,medium,67500,112500,72,Medium priority,,,,,20,1.9,2026-08-13,2026-09-14,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-377995,CDC/5697402,-32.927085761,151.761451587
TS-LAKE-646720,"6-lot subdivision, Floraville",119 Floraville Road Floraville 2280,Floraville,2280,Lake Macquarie,Infrastructure,Infrastructure,Development approved,Determined,633218.85,medium,75986,139308,72,Medium priority,,,6,,,14.2,2026-07-02,2026-08-31,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-646720,DA/1321/2022/A,-33.012352976,151.666460052
TS-LAKE-1009174,"Alterations or additions to an existing building or structure, Macquarie Hills",127 Macquarie Road Macquarie Hills 2285,Macquarie Hills,2285,Lake Macquarie,Commercial,Commercial,Construction certificate issued,Determined,245223.54,high,22070,36784,72,Medium priority,DRAYTON GROUP PTY LTD,0,1,2740.0,2,12.1,2026-08-12,2026-08-12,Call this week,DRAYTON GROUP PTY LTD — site manager or contracts administrator,CFT-1009174,,-32.95204845,151.655376058
TS-MAIT-655284,"Commercial development, Maitland",19 Bungaree Street Maitland 2320,Maitland,2320,Maitland,Commercial,Commercial,Development approved,Determined,10314679.0,medium,928321,1547202,71,Medium priority,,,,,,31.6,2026-07-13,2026-08-06,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-655284,DA/2024/317:2,-32.726961169,151.543044724
TS-NEWC-673993,"Shop (27 dwellings), Hamilton",15 Beaumont Street Hamilton 2303,Hamilton,2303,Newcastle,Commercial,Commercial,DA on public exhibition,Under Assessment,5193937.0,high,467454,779091,71,Medium priority,,27,,,,3.3,2026-09-16,,Register interest now,Developer or architect,PAN-673993,DA2026/01992,-32.919323542,151.748194782
TS-LAKE-655501,"Multi-dwelling housing (12 dwellings), Mount Hutton",5 Florabelle Close Mount Hutton 2290,Mount Hutton,2290,Lake Macquarie,New residential,Residential,Development approved,Determined,3500000.0,high,210000,350000,71,Medium priority,,12,12,,2,11.5,2026-07-21,2026-07-29,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-655501,DA/54/2023/C,-32.982798435,151.677092488
TS-CESS-660397,"Centre-based child care, Kurri Kurri",29 Victoria Street Kurri Kurri 2327,Kurri Kurri,2327,Cessnock,Education,Government,Development approved,Determined,2210862.0,medium,243195,375847,71,Medium priority,,,,,,30.3,2026-07-31,2026-09-02,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-660397,8/2025/85/2,-32.819086904,151.484139946
TS-LAKE-997477,"Erection of a new structure, Cardiff",1 Kelton Street Cardiff 2285,Cardiff,2285,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,1060225.0,high,63614,106022,71,Medium priority,HUNTER HOME PROJECTS PTY LTD,0,,520.0,0,11.5,2026-07-27,2026-07-30,Call this week,HUNTER HOME PROJECTS PTY LTD — site manager or contracts administrator,CFT-997477,,-32.936443046,151.65874266
TS-LAKE-383956,"Restaurant or cafe, Warners Bay",462 the Esplanade Warners Bay 2282,Warners Bay,2282,Lake Macquarie,Retail,Commercial,Complying development approved,Approved,1000000.0,medium,100000,160000,71,Medium priority,,,,,,13.8,2026-09-14,2026-09-15,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-383956,260250,-32.974138181,151.644519072
TS-PORT-988321,"Ancillary commercial development, Heatherbrae",2 Kierman Circuit Heatherbrae 2324,Heatherbrae,2324,Port Stephens,Commercial,Commercial,Construction certificate lodged,Under Assessment,737000.0,medium,66330,110550,71,Medium priority,,0,,0.0,0,15.9,2026-07-13,,Call within 2 weeks,Estimator or contracts administrator at the named builder,CFT-988321,,-32.789037547,151.741855587
TS-LAKE-365069,"Retail Premise, Glendale",10 Stockland Drive Glendale 2285,Glendale,2285,Lake Macquarie,Retail,Commercial,Complying development approved,Approved,680000.0,medium,68000,108800,71,Medium priority,,,,,,13.0,2026-07-13,2026-07-13,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-365069,N3708,-32.934879482,151.642663757
TS-LAKE-647596,"4-lot subdivision, Charlestown",3 Jordan Street Charlestown 2290,Charlestown,2290,Lake Macquarie,Subdivision,Residential,Development approved,Determined,2700000.0,high,108000,243000,70,Medium priority,,4,4,,,8.9,2026-06-30,2026-07-20,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-647596,DA/938/2025/A,-32.972090352,151.702442213
TS-NEWC-989243,"Multi-dwelling housing, Mayfield West",14 Gregson Avenue Mayfield West 2304,Mayfield West,2304,Newcastle,New residential,Residential,Construction certificate issued,Determined,1606103.0,medium,96366,160610,70,Medium priority,,0,5,606.0,2,6.4,2026-07-10,2026-07-13,Call this week,Site manager or contracts administrator at the named builder,CFT-989243,,-32.889813769,151.730217469
TS-LAKE-362752,"Office Premise, Belmont",16 41 Macquarie Street Belmont 2280,Belmont,2280,Lake Macquarie,Commercial,Commercial,Complying development approved,Approved,669460.0,medium,60251,100419,70,Medium priority,,,,,,16.5,2026-07-16,2026-07-29,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-362752,00130539,-33.035047814,151.659209834
TS-LAKE-980224,"Erection of a new structure, Caves Beach",104 Park Avenue Caves Beach 2281,Caves Beach,2281,Lake Macquarie,Commercial,Commercial,Construction certificate issued,Determined,650000.0,high,58500,97500,70,Medium priority,,0,,184.0,0,23.3,2026-09-13,2026-09-14,Call this week,Site manager or contracts administrator at the named builder,CFT-980224,,-33.10024235,151.639794502
TS-PORT-384126,"Office Premise, Raymond Terrace",35-39 William Street Raymond Terrace 2324,Raymond Terrace,2324,Port Stephens,Commercial,Commercial,Complying development approved,Approved,568700.0,medium,51183,85305,70,Medium priority,,,,,,18.9,2026-09-14,2026-09-16,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-384126,00131867,-32.761035072,151.744064405
TS-LAKE-981032,"Restaurant or cafe, Booragul",2B First Street Booragul 2284,Booragul,2284,Lake Macquarie,Retail,Commercial,Construction certificate issued,Determined,350000.0,medium,35000,56000,70,Medium priority,SUNNY SHOPFITTING PTY LTD,0,,118.0,1,16.3,2026-06-29,2026-07-31,Call this week,SUNNY SHOPFITTING PTY LTD — site manager or contracts administrator,CFT-981032,,-32.975536196,151.616237896
TS-CESS-669242,"Seniors housing (141 dwellings), Cessnock",30A West Avenue Cessnock 2325,Cessnock,2325,Cessnock,Commercial,Commercial,DA — info requested,Additional Information Requested,97757765.0,high,8798199,14663665,69,Watch list,,141,,,2,41.6,2026-09-08,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-669242,8/2026/638/1,-32.83841327,151.348818448
TS-PORT-961610,"Dwelling house, Nelson Bay",46 Thurlow Avenue Nelson Bay 2315,Nelson Bay,2315,Port Stephens,New residential,Residential,Construction certificate issued,Determined,1968150.0,high,118089,196815,69,Watch list,G&S DEVELOPERS PTY LTD,0,,481.0,0,40.5,2026-05-26,2026-06-22,Call this week,G&S DEVELOPERS PTY LTD — site manager or contracts administrator,CFT-961610,,-32.719094863,152.137122997
TS-MAIT-963690,"Dual occupancy (detached), Aberglasslyn",97 Aberglasslyn Lane Aberglasslyn 2320,Aberglasslyn,2320,Maitland,New residential,Residential,Construction certificate issued,Determined,1608453.0,high,96507,160845,69,Watch list,P & D KAY CONSTRUCTIONS PTY LIMITED,0,,558.0,0,35.8,2026-05-28,2026-06-04,Call this week,P & D KAY CONSTRUCTIONS PTY LIMITED — site manager or contracts administrator,CFT-963690,,-32.680803558,151.537396209
TS-PORT-984260,"Multi-dwelling housing (4 dwellings), Fern Bay",7 Fullerton Street Fern Bay 2295,Fern Bay,2295,Port Stephens,New residential,Residential,Construction certificate issued,Determined,1440800.0,high,86448,144080,69,Watch list,FERN RIVERVIEW PTY LIMITED,4,,613.0,2,6.0,2026-07-01,2026-07-07,Call this week,FERN RIVERVIEW PTY LIMITED — site manager or contracts administrator,CFT-984260,,-32.87507036,151.794745935
TS-NEWC-952218,"Dwelling house, The Junction",20 Ravenshaw Street the Junction 2291,The Junction,2291,Newcastle,New residential,Residential,Construction certificate issued,Determined,1105165.0,high,66310,110516,69,Watch list,CANDOR HOMES PTY LTD,0,,233.0,2,2.5,2026-06-01,2026-06-01,Call this week,CANDOR HOMES PTY LTD — site manager or contracts administrator,CFT-952218,,-32.936800939,151.756546433
TS-NEWC-998779,"Dwelling house, Stockton",144 Fullerton Street Stockton 2295,Stockton,2295,Newcastle,New residential,Residential,Construction certificate issued,Determined,950000.0,high,57000,95000,69,Watch list,INSITU BUILDING CO PTY LTD,1,,0.0,2,2.4,2026-07-27,2026-09-07,Call this week,INSITU BUILDING CO PTY LTD — site manager or contracts administrator,CFT-998779,,-32.906743531,151.781127484
TS-LAKE-973967,"Dwelling house, New Lambton Heights",5 Arkana Close New Lambton Heights 2305,New Lambton Heights,2305,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,894989.0,medium,53699,89499,69,Watch list,MONTGOMERY HOMES PTY LTD,0,,0.0,0,9.4,2026-06-22,2026-07-01,Call this week,MONTGOMERY HOMES PTY LTD — site manager or contracts administrator,CFT-973967,,-32.931675235,151.681191149
TS-NEWC-1013878,"Dwelling house, Carrington",141 Wilson Street Carrington 2294,Carrington,2294,Newcastle,New residential,Residential,Construction certificate issued,Determined,822525.17,high,49352,82253,69,Watch list,ANNAN HOUSE PTY LTD,1,,114.0,2,1.8,2026-09-15,2026-09-15,Call this week,ANNAN HOUSE PTY LTD — site manager or contracts administrator,CFT-1013878,,-32.919143336,151.765966297
TS-NEWC-988059,"Dwelling house, Adamstown",46 Fourth Street Adamstown 2289,Adamstown,2289,Newcastle,New residential,Residential,Construction certificate issued,Determined,699680.0,high,41981,69968,69,Watch list,MOJO HOMES PTY LIMITED,1,,305.0,2,5.8,2026-07-08,2026-08-07,Call this week,MOJO HOMES PTY LIMITED — site manager or contracts administrator,CFT-988059,,-32.936798488,151.720297798
TS-LAKE-982780,"Dwelling house, Charlestown",43 Lees Street Charlestown 2290,Charlestown,2290,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,680000.0,medium,40800,68000,69,Watch list,MORBUILD PTY LTD,0,2,402.0,2,9.7,2026-06-30,2026-07-14,Call this week,MORBUILD PTY LTD — site manager or contracts administrator,CFT-982780,,-32.973741394,151.692829036
TS-LAKE-945754,"Dwelling house, Charlestown",1 Keal Street Charlestown 2290,Charlestown,2290,Lake Macquarie,New residential,Residential,Construction certificate issued,Determined,652880.0,high,39173,65288,69,Watch list,MCDONALD JONES HOMES,0,,332.0,2,8.9,2026-05-25,2026-05-25,Call this week,MCDONALD JONES HOMES — site manager or contracts administrator,CFT-945754,,-32.973152575,151.703154034
